row_id,content_id,title,content_type,genre,original_language,release_date,report_month,country,region,available_globally,subscription_tier,primary_device,runtime_minutes,season_count,episode_count,views,hours_viewed,completion_rate,user_rating,estimated_revenue_usd,title_age_months
180,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2026-05-01,India,Asia,False,Ad-Supported,Tablet,55,4,9,129555,748093,0.7,5.9,2129.5,7
181,SW0050,Northern Harbor,Series,Animation,German,2022-04-09,2026-02-01,South Korea,Asia,False,Standard,Smart Tv,42,3,9,9853,58422,0.941,6.6,118.22,46
182,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2025-10-01,Australia,Oceania,True,Premium,Smart Tv,53,4,9,12875,86107,0.841,6.2,186.0,25
183,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2025-09-01,United States,North America,True,Standard,Mobile,89,0,1,48009,64553,0.906,7.5,550.01,42
184,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2026-01-01,France,Europe,True,Standard,Mobile,87,0,1,13231,11332,0.591,6.8,174.56,27
185,SW0055,Last Signal,Series,Action,Spanish,2025-11-18,2026-04-01,Mexico,Latin America,False,Standard,Mobile,59,2,8,74214,399881,0.685,8.2,968.92,5
186,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-06-01,Nigeria,Africa,True,Premium,Game Console,106,0,1,82310,99147,0.682,8.2,1323.97,13
188,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-04-01,India,Asia,True,Premium,Mobile,83,0,1,130646,81430,0.451,7.5,2294.02,17
189,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2026-06-01,Australia,Oceania,True,Ad-Supported,Mobile,50,4,7,34671,147282,0.728,7.6,566.03,45
190,SW0163,Midnight Fire 163,Series,Animation,English,2025-10-14,2025-11-01,Brazil,Latin America,False,Premium,Smart Tv,55,4,9,315925,1993785,0.765,7.5,5492.23,1
191,SW0110,Infinite Road,Movie,Animation,Japanese,2024-06-05,2026-02-01,India,Asia,True,Ad-Supported,Smart Tv,130,0,1,89401,153424,0.792,7.1,1628.89,20
192,SW0117,Broken Road 117,Series,Drama,English,2023-05-21,2025-08-01,South Africa,Africa,True,Ad-Supported,Web,23,4,8,7573,13517,0.582,8.3,132.59,27
193,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2025-04-01,Mexico,Latin America,True,Ad-Supported,Web,24,3,12,15083,52427,0.724,6.4,276.18,15
194,SW0109,Crimson Kingdom 109,Movie,Documentary,Hindi,2024-08-18,2025-11-01,United States,North America,False,Premium,Mobile,136,0,1,122928,229127,0.822,6.1,2020.72,15
195,SW0046,Broken Code,Movie,Drama,English,2023-10-12,2025-12-01,United States,North America,True,Standard,Tablet,113,0,1,46184,55578,0.639,6.8,602.97,26
196,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2025-11-01,Brazil,Latin America,False,Standard,Game Console,62,4,7,42249,251706,0.824,6.1,495.17,27
197,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-01-01,Spain,Europe,True,Ad-Supported,Web,99,0,1,72458,114773,0.96,6.9,1339.48,17
198,SW0092,Crimson Promise,Series,Romance,English,2025-06-17,2026-02-01,United Kingdom,Europe,False,Standard,Smart Tv,27,1,12,29496,135251,0.849,8.7,358.47,8
199,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2026-01-01,Mexico,Latin America,True,Standard,Mobile,112,0,1,60235,85895,0.764,8.4,661.59,40
200,SW0171,Hidden Crown 171,Movie,Sci-Fi,German,2023-06-09,2025-02-01,Spain,Europe,False,Ad-Supported,Web,140,0,1,5694,10349,0.779,6.4,95.37,20
203,SW0135,Silent Summer,Series,Action,English,2025-07-12,2025-12-01,Japan,Asia,True,Standard,Mobile,47,4,7,99666,412868,0.755,6.8,1148.58,5
204,SW0128,Midnight Kingdom 128,Movie,Animation,English,2022-02-19,2025-06-01,India,Asia,False,Ad-Supported,Mobile,141,0,1,9243,16067,0.74,7.8,172.19,40
205,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2026-05-01,Germany,Europe,True,Ad-Supported,Web,50,2,10,25571,128195,0.602,6.6,448.28,39
206,SW0102,Hidden Pulse 102,Movie,Drama,Japanese,2023-10-10,2025-10-01,Germany,Europe,True,Ad-Supported,Smart Tv,87,0,1,24122,27615,0.79,6.4,409.62,24
208,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2025-10-01,United Kingdom,Europe,False,Ad-Supported,Smart Tv,114,0,1,67741,96191,0.747,8.5,1227.58,18
209,SW0149,Golden Witness,Movie,Action,English,2023-12-26,2026-04-01,Canada,North America,True,Standard,Tablet,134,0,1,18831,30252,0.719,6.3,225.59,28
210,SW0145,Last Road 145,Series,Comedy,Korean,2024-10-31,2025-12-01,South Korea,Asia,False,Ad-Supported,Web,46,1,8,23522,118847,0.824,6.5,445.75,14
211,SW0089,Hidden Road 89,Movie,Comedy,English,2022-06-18,2026-03-01,Japan,Asia,True,Standard,Tablet,131,0,1,49824,68331,0.628,8.6,646.04,45
212,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2026-01-01,India,Asia,True,Premium,Web,106,0,1,123546,115708,0.53,8.1,1832.0,8
213,SW0024,Infinite Echo,Movie,Action,English,2022-05-23,2026-02-01,South Africa,Africa,True,Standard,Mobile,127,0,1,28484,29610,0.491,6.2,319.67,45
214,SW0098,Last Summer,Series,Animation,English,2023-11-06,2025-12-01,United Kingdom,Europe,True,Standard,Smart Tv,61,4,7,24000,81324,0.476,7.7,310.53,25
215,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-12-01,South Korea,Asia,True,Standard,Smart Tv,99,0,1,61631,62629,0.616,7.2,723.17,28
216,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-05-01,South Africa,Africa,True,Standard,Smart Tv,33,3,11,20699,108845,0.869,8.0,242.95,30
217,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-02-01,United States,North America,True,Premium,Game Console,112,0,1,101363,151429,0.8,6.7,1742.45,29
218,SW0078,Second Echo,Movie,Drama,Hindi,2024-09-14,2025-07-01,Canada,North America,True,Standard,Smart Tv,94,0,1,24326,26977,0.708,8.1,313.18,10
219,SW0150,Broken Signal 150,Series,Drama,German,2025-03-01,2025-06-01,India,Asia,True,Standard,Mobile,45,2,9,178787,1059585,0.878,6.4,1987.79,3
220,SW0103,Wild Crown 103,Series,Drama,Hindi,2022-11-28,2025-08-01,Spain,Europe,True,Ad-Supported,Mobile,31,4,10,25502,121723,0.924,8.6,485.08,33
222,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-02-01,Brazil,Latin America,True,Premium,Smart Tv,81,0,1,64094,67617,0.781,7.9,1079.1,26
223,SW0091,Second Kingdom,Series,Action,English,2023-08-28,2025-05-01,India,Asia,False,Ad-Supported,Web,62,4,7,23241,105359,0.627,6.6,458.35,21
224,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2025-08-01,Spain,Europe,True,Standard,Mobile,28,2,11,4949,17581,0.692,7.8,64.24,12
225,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2025-02-01,India,Asia,True,Standard,Mobile,113,0,1,67057,86693,0.686,5.9,805.94,3
226,SW0156,Second Code,Series,Comedy,Hindi,2023-09-24,2025-05-01,Japan,Asia,False,Standard,Smart Tv,52,3,12,2762,22256,0.775,6.7,33.35,20
227,SW0001,Midnight Promise,Series,Animation,Portuguese,2025-07-10,2025-12-01,Germany,Europe,False,Standard,Game Console,44,3,12,31174,233007,0.849,8.2,338.63,5
228,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2025-02-01,India,Asia,True,Premium,Smart Tv,103,0,1,287539,318473,0.645,5.8,4884.07,3
229,SW0063,Electric Promise 63,Movie,Thriller,Spanish,2025-01-29,2025-02-01,United Kingdom,Europe,True,Standard,Smart Tv,85,0,1,55903,52168,0.659,6.8,633.68,1
230,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2025-09-01,United States,North America,True,Standard,Mobile,37,3,10,46464,174918,0.61,8.2,528.94,6
231,SW0101,Infinite Witness,Movie,Action,English,2024-08-09,2025-12-01,Japan,Asia,False,Standard,Smart Tv,138,0,1,35487,66116,0.81,6.2,426.93,16
232,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-10-01,United States,North America,False,Premium,Mobile,61,3,8,60436,471884,0.96,7.4,1058.45,18
233,SW0065,Silent Road 65,Series,Sci-Fi,English,2025-06-19,2026-06-01,Nigeria,Africa,False,Standard,Game Console,56,2,12,9178,97479,0.948,5.4,120.84,12
234,SW0105,Hidden Witness 105,Series,Animation,Spanish,2024-06-23,2025-12-01,Canada,North America,True,Premium,Web,23,2,10,9105,25621,0.734,7.2,137.99,18
235,SW0008,Northern Pulse,Movie,Action,English,2024-02-02,2025-06-01,Canada,North America,True,Ad-Supported,Smart Tv,79,0,1,10285,11673,0.862,7.3,167.3,16
236,SW0147,Silent Road 147,Series,Comedy,English,2024-09-29,2025-02-01,France,Europe,False,Ad-Supported,Smart Tv,54,4,9,34162,191867,0.693,6.9,630.55,5
237,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-07-01,France,Europe,True,Standard,Web,93,0,1,62921,69485,0.712,8.5,704.57,41
238,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-06-01,France,Europe,True,Ad-Supported,Mobile,81,0,1,80954,85645,0.784,7.8,1486.84,30
239,SW0166,Silent Summer 166,Series,Sci-Fi,English,2022-05-02,2025-07-01,South Africa,Africa,True,Premium,Smart Tv,44,3,9,2653,13867,0.792,6.5,42.82,38
240,SW0073,Crimson Signal,Series,Action,English,2025-03-03,2026-05-01,India,Asia,True,Standard,Smart Tv,37,3,10,90329,457211,0.821,8.2,1118.08,14
241,SW0088,Broken Summer,Movie,Thriller,English,2022-07-15,2025-10-01,South Korea,Asia,True,Ad-Supported,Game Console,140,0,1,35372,49213,0.596,8.3,652.51,39
242,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2025-01-01,Germany,Europe,True,Ad-Supported,Mobile,29,4,11,31796,121381,0.718,7.3,547.69,30
243,SW0104,Hidden Fire 104,Movie,Documentary,Hindi,2023-12-13,2025-09-01,Spain,Europe,False,Standard,Smart Tv,90,0,1,8220,10939,0.887,8.0,96.79,21
244,SW0043,Broken Crown 43,Series,Comedy,Hindi,2023-09-28,2026-06-01,Canada,North America,True,Standard,Smart Tv,53,4,9,18744,110930,0.744,7.8,232.06,33
245,SW0009,Electric Summer,Movie,Romance,English,2025-05-22,2025-06-01,Canada,North America,True,Premium,Game Console,106,0,1,175600,193071,0.622,6.6,2613.1,1
246,SW0151,Second Signal 151,Movie,Action,Spanish,2024-04-23,2026-05-01,Mexico,Latin America,False,Standard,Tablet,114,0,1,16585,23907,0.759,7.5,212.7,25
247,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2025-08-01,Japan,Asia,True,Ad-Supported,Web,93,0,1,130015,155114,0.77,7.8,2280.48,42
248,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-04-01,South Africa,Africa,True,Ad-Supported,Mobile,112,0,1,73356,106356,0.777,8.6,1238.51,31
250,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2026-06-01,Canada,North America,True,Premium,Mobile,23,2,10,3744,11651,0.812,7.3,54.86,50
251,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2026-03-01,India,Asia,True,Ad-Supported,Mobile,103,0,1,57111,60207,0.614,8.2,1077.13,5
252,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-05-01,Mexico,Latin America,True,Premium,Tablet,93,0,1,34353,34043,0.639,7.6,552.54,51
253,SW0029,Midnight Kingdom,Movie,Comedy,English,2024-06-14,2026-03-01,Mexico,Latin America,True,Standard,Smart Tv,108,0,1,6174,9787,0.881,5.8,69.44,21
254,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-09-01,South Korea,Asia,True,Standard,Smart Tv,81,0,1,21089,16518,0.58,5.7,237.54,33
255,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-09-01,United States,North America,True,Standard,Mobile,112,0,1,114673,139600,0.652,7.1,1254.61,36
256,SW0005,Wild Crown 5,Movie,Romance,English,2022-12-04,2025-06-01,Japan,Asia,True,Standard,Mobile,81,0,1,59743,49041,0.608,7.0,670.82,30
257,SW0016,Last Harbor,Series,Thriller,Portuguese,2022-04-30,2025-04-01,Germany,Europe,True,Premium,Mobile,23,2,10,12014,33956,0.737,6.5,203.64,36
258,SW0012,Broken Crown,Movie,Crime,French,2022-04-02,2025-09-01,India,Asia,True,Standard,Smart Tv,148,0,1,23247,43179,0.753,6.8,262.69,41
259,SW0047,Hidden Fire,Series,Sci-Fi,English,2023-11-26,2026-03-01,South Korea,Asia,False,Standard,Mobile,36,1,6,19982,49483,0.688,6.0,235.41,28
260,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2026-02-01,Australia,Oceania,True,Premium,Mobile,83,0,1,55297,62176,0.813,7.2,865.81,27
261,SW0060,Hidden Code,Series,Sci-Fi,German,2023-10-26,2025-05-01,Japan,Asia,False,Ad-Supported,Smart Tv,62,1,10,54277,393206,0.701,7.0,959.32,19
262,SW0123,Midnight Fire 123,Movie,Romance,English,2022-02-11,2026-04-01,Brazil,Latin America,True,Standard,Mobile,93,0,1,79928,75729,0.611,8.1,865.37,50
263,SW0019,Wild Echo,Series,Crime,English,2025-07-29,2026-03-01,Mexico,Latin America,False,Standard,Smart Tv,26,2,11,39924,166242,0.874,7.5,477.63,8
265,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-05-01,South Africa,Africa,True,Standard,Mobile,99,0,1,27976,35632,0.772,6.9,362.37,21
266,SW0119,Crimson Code,Movie,Crime,Korean,2022-05-16,2025-01-01,United States,North America,True,Premium,Mobile,118,0,1,10228,10897,0.542,5.5,161.83,32
267,SW0154,Broken Echo,Movie,Comedy,English,2022-09-14,2025-12-01,Japan,Asia,True,Standard,Tablet,112,0,1,66168,84153,0.681,8.6,858.98,39
268,SW0006,Golden Crown,Series,Crime,Korean,2022-09-02,2025-07-01,India,Asia,True,Standard,Game Console,50,4,7,68886,336785,0.838,7.7,749.34,34
269,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2026-06-01,Spain,Europe,False,Ad-Supported,Smart Tv,42,3,10,62927,230358,0.523,7.8,1196.53,17
271,SW0068,Hidden Kingdom,Series,Action,English,2025-10-01,2026-05-01,South Korea,Asia,True,Standard,Tablet,40,1,9,96634,501689,0.865,7.0,1250.35,7
272,SW0090,Silent Promise,Series,Crime,English,2024-09-10,2025-06-01,United States,North America,False,Ad-Supported,Smart Tv,51,4,7,82222,282517,0.577,7.4,1501.7,9
273,SW0106,Broken Signal 106,Movie,Comedy,Japanese,2023-07-22,2025-03-01,Canada,North America,True,Standard,Mobile,108,0,1,22499,19599,0.484,6.6,248.8,20
274,SW0178,Wild Harbor,Movie,Romance,Korean,2022-06-06,2025-06-01,Germany,Europe,True,Ad-Supported,Web,78,0,1,17912,21829,0.937,6.8,295.64,36
275,SW0002,Wild Crown,Movie,Drama,English,2023-11-20,2025-12-01,Spain,Europe,True,Standard,Smart Tv,83,0,1,25051,26111,0.754,7.7,281.72,25
277,SW0004,Last Kingdom,Movie,Thriller,English,2024-11-13,2026-06-01,Japan,Asia,True,Ad-Supported,Game Console,113,0,1,27659,35325,0.678,6.4,492.63,19
278,SW0164,Electric Witness,Movie,Crime,Korean,2022-02-16,2026-01-01,United States,North America,True,Premium,Game Console,113,0,1,38438,45843,0.633,7.5,620.08,47
279,SW0055,Last Signal,Series,Action,Spanish,2025-11-18,2025-12-01,South Africa,Africa,False,Ad-Supported,Mobile,59,2,8,127834,796867,0.792,7.9,2194.73,1
280,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-11-01,United States,North America,True,Standard,Web,114,0,1,147702,221954,0.791,6.7,1607.69,35
281,SW0081,Hidden Code 81,Movie,Romance,English,2023-09-08,2025-04-01,Mexico,Latin America,True,Premium,Web,129,0,1,8861,12578,0.66,5.8,129.47,19
282,SW0028,Golden Promise,Movie,Action,English,2023-05-12,2025-05-01,Mexico,Latin America,True,Premium,Smart Tv,87,0,1,23131,25319,0.755,6.7,383.09,24
284,SW0115,Broken Pulse 115,Series,Drama,Spanish,2025-04-26,2026-01-01,Spain,Europe,True,Premium,Tablet,48,4,7,61885,292711,0.845,7.6,1079.2,9
285,SW0086,Second Echo 86,Movie,Romance,Japanese,2024-09-20,2026-04-01,Spain,Europe,False,Standard,Mobile,109,0,1,15548,23494,0.832,6.8,191.67,19
286,SW0017,Second Fire,Series,Documentary,Japanese,2022-02-01,2026-04-01,Germany,Europe,False,Ad-Supported,Smart Tv,24,3,7,20931,48076,0.82,6.4,400.07,50
287,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2025-12-01,South Korea,Asia,True,Ad-Supported,Smart Tv,139,0,1,23470,34703,0.638,6.3,387.49,12
288,SW0031,Golden Code,Series,Thriller,Korean,2024-04-10,2025-04-01,United States,North America,False,Standard,Smart Tv,61,3,8,77269,505262,0.804,6.3,936.77,12
289,SW0014,Midnight Witness 14,Movie,Comedy,Spanish,2023-11-06,2025-05-01,United States,North America,True,Standard,Mobile,91,0,1,20595,22850,0.732,7.3,255.7,18
290,SW0057,Broken Fire,Movie,Crime,English,2022-12-03,2025-04-01,Australia,Oceania,True,Standard,Tablet,114,0,1,46202,71864,0.819,8.2,515.98,28
291,SW0056,Midnight Summer 56,Movie,Action,German,2024-12-18,2026-03-01,India,Asia,True,Premium,Mobile,139,0,1,31563,50209,0.687,7.3,534.54,15
293,SW0095,Electric Kingdom,Movie,Documentary,English,2023-11-04,2026-06-01,Australia,Oceania,True,Ad-Supported,Game Console,78,0,1,6696,5470,0.628,6.3,127.85,31
294,SW0080,Wild Promise,Series,Drama,English,2022-07-04,2026-05-01,South Korea,Asia,True,Premium,Smart Tv,29,4,11,44701,184139,0.775,5.9,743.8,46
295,SW0121,Infinite Pulse,Series,Romance,French,2024-01-02,2026-02-01,India,Asia,True,Ad-Supported,Web,24,3,12,17584,65446,0.775,7.2,291.74,25
296,SW0124,Second Echo 124,Movie,Sci-Fi,Spanish,2022-03-25,2026-03-01,United States,North America,True,Premium,Mobile,89,0,1,75608,85291,0.76,6.7,1261.06,48
297,SW0030,Last Road,Movie,Sci-Fi,German,2023-09-01,2025-04-01,Australia,Oceania,True,Ad-Supported,Web,140,0,1,20843,39511,0.812,7.7,397.63,19
299,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2025-06-01,South Africa,Africa,False,Ad-Supported,Mobile,42,3,10,26966,114947,0.609,8.3,515.2,5
300,SW0027,Golden Harbor,Movie,Comedy,English,2023-06-25,2025-02-01,Nigeria,Africa,True,Ad-Supported,Mobile,90,0,1,65066,55202,0.566,7.0,1111.7,20
301,SW0130,Hidden Summer 130,Movie,Drama,English,2024-11-25,2025-02-01,Australia,Oceania,True,Premium,Smart Tv,103,0,1,55738,65090,0.68,6.1,838.09,3
302,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2026-02-01,United Kingdom,Europe,True,Standard,Game Console,146,0,1,54292,102549,0.776,7.3,589.54,29
303,SW0044,Northern Summer,Series,Comedy,English,2022-11-05,2025-03-01,France,Europe,False,Standard,Mobile,38,4,9,10523,44182,0.737,6.9,134.68,28
304,SW0084,Last Promise,Movie,Documentary,Korean,2023-08-20,2025-08-01,Australia,Oceania,True,Ad-Supported,Smart Tv,99,0,1,19381,27452,0.858,7.9,347.1,24
305,SW0112,Silent Code,Movie,Thriller,English,2022-12-24,2025-03-01,Australia,Oceania,False,Ad-Supported,Web,123,0,1,9387,17280,0.898,6.8,178.27,27
306,SW0164,Electric Witness,Movie,Crime,Korean,2022-02-16,2025-01-01,Mexico,Latin America,True,Standard,Web,113,0,1,7433,8954,0.64,6.8,91.98,35
307,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2026-06-01,Australia,Oceania,True,Premium,Mobile,103,0,1,22151,27206,0.715,7.3,364.26,8
308,SW0160,Silent Pulse,Movie,Drama,English,2023-11-24,2025-01-01,Canada,North America,True,Premium,Smart Tv,83,0,1,44351,36183,0.59,7.0,683.59,14
309,SW0038,Northern Promise,Movie,Thriller,English,2022-10-17,2025-07-01,Japan,Asia,True,Premium,Mobile,108,0,1,8338,10835,0.722,5.1,128.23,33
310,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-03-01,Brazil,Latin America,False,Standard,Web,131,0,1,11388,18806,0.756,6.1,142.45,12
311,SW0127,Midnight Echo 127,Movie,Action,Japanese,2023-09-10,2025-06-01,Japan,Asia,True,Standard,Mobile,146,0,1,26355,36512,0.569,7.6,293.83,21
312,SW0081,Hidden Code 81,Movie,Romance,English,2023-09-08,2025-07-01,Nigeria,Africa,True,Standard,Smart Tv,129,0,1,2000,1978,0.46,6.5,21.89,22
313,SW0176,Electric Kingdom 176,Movie,Action,English,2023-03-18,2025-01-01,Nigeria,Africa,True,Premium,Web,119,0,1,38363,56474,0.742,7.5,651.22,22
314,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-04-01,United States,North America,True,Standard,Smart Tv,42,1,10,56717,357172,0.9,7.9,709.05,18
315,SW0058,Broken Kingdom 58,Series,Crime,Hindi,2023-10-11,2025-02-01,Mexico,Latin America,True,Standard,Web,42,1,10,18531,99869,0.77,7.0,203.01,16
316,SW0018,Hidden Witness 18,Movie,Thriller,English,2023-12-17,2026-03-01,United States,North America,True,Premium,Mobile,98,0,1,27073,34483,0.78,7.5,395.41,27
317,SW0138,Midnight Kingdom 138,Movie,Action,English,2025-05-09,2025-07-01,Australia,Oceania,True,Ad-Supported,Smart Tv,108,0,1,18746,25062,0.743,7.4,365.04,2
318,SW0053,Golden Kingdom,Series,Comedy,Hindi,2024-01-26,2026-05-01,Germany,Europe,False,Standard,Mobile,49,4,9,46468,136955,0.401,7.2,534.94,28
319,SW0100,Silent Crown,Movie,Drama,English,2023-02-27,2025-12-01,Brazil,Latin America,False,Standard,Web,90,0,1,40656,39377,0.646,6.9,534.8,34
321,SW0020,Hidden Pulse,Movie,Action,English,2024-03-08,2025-12-01,Germany,Europe,True,Standard,Smart Tv,99,0,1,10648,10292,0.586,6.7,132.72,21
322,SW0131,Midnight Crown,Series,Drama,English,2024-08-30,2025-09-01,United States,North America,True,Ad-Supported,Mobile,28,2,11,66181,298074,0.877,7.8,1218.79,13
323,SW0108,Northern Summer 108,Series,Action,Spanish,2023-08-12,2025-01-01,Spain,Europe,False,Ad-Supported,Mobile,55,1,11,30275,225880,0.74,6.3,523.14,17
324,SW0033,Crimson Echo,Series,Action,Korean,2023-02-20,2025-01-01,Japan,Asia,True,Standard,Smart Tv,50,2,10,16294,88132,0.649,6.9,203.42,23
325,SW0167,Northern Echo 167,Movie,Thriller,German,2025-09-05,2026-02-01,United States,North America,True,Standard,Smart Tv,135,0,1,127139,239986,0.839,7.1,1648.62,5
326,SW0142,Wild Promise 142,Movie,Crime,English,2023-06-22,2025-02-01,South Korea,Asia,False,Ad-Supported,Game Console,143,0,1,53094,90115,0.712,8.2,962.17,20
327,SW0152,Infinite Summer,Series,Romance,English,2025-01-20,2026-06-01,United Kingdom,Europe,False,Ad-Supported,Smart Tv,42,3,10,25682,146604,0.815,6.9,476.69,17
328,SW0113,Northern Witness 113,Movie,Drama,Spanish,2025-10-28,2025-11-01,France,Europe,True,Standard,Web,103,0,1,38098,49050,0.75,6.6,431.72,1
329,SW0010,Hidden Witness,Series,Thriller,Hindi,2023-11-30,2026-03-01,United Kingdom,Europe,True,Ad-Supported,Game Console,33,3,11,39194,158991,0.671,8.5,739.39,28
330,SW0062,Last Signal 62,Movie,Thriller,Yoruba,2025-12-13,2026-05-01,India,Asia,True,Premium,Mobile,131,0,1,144841,242278,0.766,7.7,2546.42,5
331,SW0108,Northern Summer 108,Series,Action,Spanish,2023-08-12,2026-02-01,United Kingdom,Europe,False,Premium,Mobile,55,1,11,14662,118375,0.801,7.1,247.88,30
332,SW0069,Midnight Signal,Movie,Crime,English,2024-03-31,2025-02-01,Spain,Europe,False,Ad-Supported,Smart Tv,131,0,1,9964,19928,0.916,6.9,172.45,11
